periodo;regiao;instituicao;urgencias_gerais;urgencias_pediatricas;urgencias_obstetricas;urgencias_psiquiatricas;total_urgencias
2020-05-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;57790;21526;4442;0;83758
2020-05-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;22995;0;0;0;22995
2020-05-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;51502;10685;5020;0;67207
2020-05-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;43489;10793;4101;0;58383
2020-05-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;31396;7687;3345;0;42428
2020-05-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;34542;0;0;0;34542
2020-06-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;29574;2841;624;0;33039
2020-06-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;47971;10108;2864;0;60943
2020-06-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;67144;14045;6855;0;88044
2020-06-01;Região de Saúde LVT;Hospital de Loures;44897;17051;6732;0;68680
2020-06-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;69675;16507;8149;0;94331
2020-06-01;Região de Saúde LVT;Hospital Garcia de Orta;41499;9536;7216;0;58251
2020-06-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;69052;24304;5366;0;98722
2020-06-01;Região de Saúde Norte;Hospital de Braga;59026;14473;6197;0;79696
2020-06-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;33573;0;4059;0;37632
2020-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;40219;0;0;0;40219
2020-07-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;114132;26075;10275;0;150482
2020-07-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;50392;10819;6889;0;68100
2020-07-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;41516;15686;4941;0;62143
2020-07-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;72908;13122;7389;0;93419
2020-07-01;Região de Saúde Norte;Hospital Santa Maria Maior;22789;4397;0;0;27186
2020-08-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;46942;0;0;0;46942
2020-08-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;39876;3501;952;0;44329
2020-08-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;88791;17364;9318;0;115473
2020-08-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;57731;10038;2439;0;70208
2020-08-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;94651;31711;7341;0;133703
2020-08-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;84504;14569;8592;0;107665
2020-08-01;Região de Saúde Norte;Hospital de Braga;82285;18582;8321;0;109188
2020-09-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;47434;6766;2516;0;56716
2020-09-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;44760;6481;2989;0;54230
2020-09-01;Região de Saúde LVT;Hospital Distrital de Santarém;48554;13314;5142;0;67010
2020-09-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;96611;12377;5126;0;114114
2020-09-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;40125;0;0;0;40125
2020-10-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;167168;36615;15022;0;218805
2020-10-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;70874;15275;10039;0;96188
2020-10-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;58127;0;6822;0;64949
2020-11-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;180428;39566;16362;0;236356
2020-11-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;138910;36986;19121;0;195017
2020-11-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;39132;9275;0;0;48407
2020-11-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;37061;5298;1254;0;43613
2020-11-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;93469;43891;15761;5068;158189
2020-11-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;62932;22863;7660;0;93455
2020-11-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;133149;45893;10106;0;189148
2020-11-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;67990;15761;5189;0;88940
2020-11-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;116737;14890;6236;0;137863
2020-11-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;70786;13785;7720;0;92291
2020-12-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;43177;10738;0;0;53915
2020-12-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;61080;8875;3193;0;73148
2020-12-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;150795;39567;20835;0;211197
2020-12-01;Região de Saúde LVT;Hospital de Loures;84232;28803;12757;0;125792
2020-12-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;136672;29456;15615;0;181743
2020-12-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;73819;16765;5562;0;96146
2020-12-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;125994;15827;6732;0;148553
2020-12-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;53343;0;0;0;53343
2020-12-01;Região de Saúde Norte;Hospital de Braga;122956;26976;12060;0;161992
2020-12-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;95260;9863;4993;0;110116
2021-01-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;4810;0;0;0;4810
2021-01-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;2858;332;100;0;3290
2021-01-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;6480;916;211;0;7607
2021-01-01;Região de Saúde LVT;Hospital de Cascais;4354;1645;722;0;6721
2021-01-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;5140;1424;498;0;7062
2021-01-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;8789;842;531;0;10162
2021-02-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;7683;1492;497;0;9672
2021-02-01;Região de Saúde LVT;Hospital de Cascais;7912;2447;1372;0;11731
2021-02-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;6952;0;0;0;6952
2021-02-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;16357;2078;1639;0;20074
2021-03-01;Região de Saúde Centro;Centro Hospitalar de Leiria;21340;2577;2144;0;26061
2021-03-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;20591;3063;1361;0;25015
2021-03-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;19663;2672;2827;0;25162
2021-03-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;21343;8056;3740;1090;34229
2021-03-01;Região de Saúde LVT;Centro Hospitalar do Oeste;16604;2854;1674;0;21132
2021-03-01;Região de Saúde LVT;Hospital Garcia de Orta;16013;2730;2893;0;21636
2021-03-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;30351;7931;2490;0;40772
2021-03-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;26617;2315;1533;0;30465
2021-03-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;14184;0;1836;0;16020
2021-04-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;23271;4705;2247;0;30223
2021-04-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;29585;12619;5140;1623;48967
2021-04-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;22084;4573;3439;0;30096
2021-04-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;20984;5116;2961;0;29061
2021-04-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;19862;5437;2177;0;27476
2021-04-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;29844;0;5361;0;35205
2021-04-01;Região de Saúde Norte;Hospital Santa Maria Maior;12139;1147;0;0;13286
2021-05-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;16863;3592;0;0;20455
2021-05-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;21835;1557;519;0;23911
2021-05-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;50026;5408;2794;0;58228
2021-05-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;49317;7981;4717;0;62015
2021-05-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;31284;5053;3229;0;39566
2021-05-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;29158;0;0;0;29158
2021-06-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;27573;2080;637;0;30290
2021-06-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;44794;8982;6293;0;60069
2021-06-01;Região de Saúde LVT;Hospital Distrital de Santarém;31637;7068;3168;0;41873
2021-06-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;69169;16089;7605;0;92863
2021-06-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;54055;12118;4789;0;70962
2021-06-01;Região de Saúde Norte;Hospital de Braga;62369;13794;5637;0;81800
2021-06-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;46872;4207;2381;0;53460
2021-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;38944;0;0;0;38944
2021-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;33433;2608;761;0;36802
2021-07-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;60117;14054;3502;0;77673
2021-07-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;54147;11261;7482;0;72890
2021-07-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;22734;4272;720;0;27726
2021-07-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;68777;14996;8717;0;92490
2021-07-01;Região de Saúde LVT;Hospital de Loures;48240;17721;7266;0;73227
2021-07-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;40433;15122;4282;0;59837
2021-07-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;43587;10638;3275;0;57500
2021-07-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;47303;10338;4765;0;62406
2021-07-01;Região de Saúde Norte;Hospital de Braga;75301;17160;6750;0;99211
2021-08-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;30848;7605;0;0;38453
2021-08-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;48580;16192;6523;0;71295
2021-08-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;81061;17228;10199;0;108488
2021-08-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;60395;11153;2258;0;73806
2021-08-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;91338;12514;4929;0;108781
2021-08-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;88619;16327;8415;0;113361
2021-08-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;80234;10425;4647;0;95306
2021-08-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;77068;17649;6761;0;101478
2021-08-01;Região de Saúde Norte;Hospital de Braga;88800;20114;7981;0;116895
2021-08-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;69648;6671;3331;0;79650
2021-09-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;115145;43011;8810;0;166966
2021-09-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;81627;0;13971;0;95598
2021-09-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;100899;19100;9615;0;129614
2021-09-01;Região de Saúde Norte;Hospital Santa Maria Maior;33017;5039;0;0;38056
2021-09-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;80027;7740;3777;0;91544
2021-10-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;92791;50543;14771;4848;162953
2021-10-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;129635;51563;10011;0;191209
2021-10-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;65677;17523;4878;0;88078
2021-10-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;119310;18690;6356;0;144356
2021-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;56926;5170;1360;0;63456
2021-11-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;102067;27505;5649;0;135221
2021-11-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;90776;21640;12395;0;124811
2021-11-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;38691;8404;1247;0;48342
2021-11-01;Região de Saúde LVT;Centro Hospitalar do Oeste;89083;28761;7181;0;125025
2021-11-01;Região de Saúde LVT;Hospital de Cascais;68243;33668;9980;0;111891
2021-11-01;Região de Saúde LVT;Hospital Distrital de Santarém;65682;18533;6254;0;90469
2021-11-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;68756;0;8386;0;77142
2021-12-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;98781;23752;13586;0;136119
2021-12-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;85742;27252;8325;0;121319
2021-12-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;131423;31289;15887;0;178599
2021-12-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;80070;22975;5920;0;108965
2021-12-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;137974;30933;13106;0;182013
2021-12-01;Região de Saúde Norte;Hospital de Braga;137651;35812;12267;0;185730
2021-12-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;87101;0;0;0;87101
2022-01-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;4240;1255;0;0;5495
2022-01-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;5231;580;202;0;6013
2022-01-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;13434;4208;1766;0;19408
2022-01-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;13296;3527;1486;0;18309
2022-01-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;8046;1985;787;0;10818
2022-01-01;Região de Saúde Norte;Hospital Santa Maria Maior;4053;736;0;0;4789
2022-02-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;7628;2314;0;0;9942
2022-02-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;7140;1619;222;0;8981
2022-02-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;20174;11446;2892;975;35487
2022-02-01;Região de Saúde LVT;Hospital de Loures;14988;7050;2189;0;24227
2022-02-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;20904;3677;1155;0;25736
2022-02-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;12710;0;1433;0;14143
2022-02-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;18707;2120;783;0;21610
2022-03-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;25804;7795;3525;0;37124
2022-03-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;11497;3131;383;0;15011
2022-03-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;31762;20572;4533;1500;58367
2022-03-01;Região de Saúde LVT;Centro Hospitalar do Oeste;27268;10992;2036;0;40296
2022-03-01;Região de Saúde LVT;Hospital Distrital de Santarém;19762;6620;1866;0;28248
2022-03-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;39735;14227;4538;0;58500
2022-03-01;Região de Saúde LVT;Hospital Garcia de Orta;22117;10968;4108;0;37193
2022-03-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;24195;8372;2287;0;34854
2022-03-01;Região de Saúde Norte;Hospital Santa Maria Maior;12193;3035;0;0;15228
2022-03-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;29994;4071;1336;0;35401
2022-04-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;15197;4393;1109;56;20755
2022-04-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;40694;13383;1955;0;56032
2022-04-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;15714;4406;515;0;20635
2022-04-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;32810;12672;3136;0;48618
2022-04-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;48308;13480;5713;0;67501
2022-04-01;Região de Saúde LVT;Hospital de Loures;31106;17161;4248;0;52515
2022-04-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;53463;19296;6060;0;78819
2022-04-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;56574;11299;2837;0;70710
2022-04-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;23023;0;0;0;23023
2022-04-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;41534;5617;1629;0;48780
2022-05-01;Região de Saúde Centro;Centro Hospitalar de Leiria;54657;13667;4712;0;73036
2022-05-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;55413;35264;7919;2648;101244
2022-05-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;40403;16042;6074;0;62519
2022-05-01;Região de Saúde LVT;Hospital de Cascais;36137;22298;5159;0;63594
2022-05-01;Região de Saúde LVT;Hospital Distrital de Santarém;34744;12562;3180;0;50486
2022-05-01;Região de Saúde LVT;Hospital Garcia de Orta;36445;19784;6800;0;63029
2022-05-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;51696;0;8426;0;60122
2022-05-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;59371;12529;3077;0;74977
2022-06-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;39739;9753;1841;0;51333
2022-06-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;130934;35145;9741;0;175820
2022-06-01;Região de Saúde Centro;Centro Hospitalar de Leiria;66403;16459;5691;0;88553
2022-06-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;63769;20913;3121;0;87803
2022-06-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;89944;34827;10840;0;135611
2022-06-01;Região de Saúde LVT;Hospital de Cascais;43837;26061;6208;0;76106
2022-06-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;44959;15827;3203;0;63989
2022-06-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;36205;0;0;0;36205
2022-06-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;76099;19895;7036;0;103030
2022-06-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;64339;9114;2810;0;76263
2022-07-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;105316;39993;12840;0;158149
2022-07-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;63459;19571;8514;0;91544
2022-07-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;42704;8228;2318;0;53250
2022-07-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;46663;25981;4891;0;77535
2022-07-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;97896;47695;7446;0;153037
2022-07-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;84639;16593;4438;0;105670
2022-07-01;Região de Saúde Norte;Hospital de Braga;84601;25426;7422;0;117449
2022-08-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;35742;13245;0;0;48987
2022-08-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;31731;8745;2437;348;43261
2022-08-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;113375;36994;12753;0;163122
2022-08-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;56348;0;6333;0;62681
2022-08-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;90269;12064;3996;0;106329
2022-09-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;35593;9614;2811;379;48397
2022-09-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;96388;29230;4727;0;130345
2022-09-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;55837;10233;3039;0;69109
2022-09-01;Região de Saúde LVT;Centro Hospitalar do Oeste;85014;32513;6292;0;123819
2022-09-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;85708;22178;2955;0;110841
2022-09-01;Região de Saúde LVT;Hospital de Cascais;66981;36753;9728;0;113462
2022-09-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;113647;27473;10757;0;151877
2022-09-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;101434;13336;4543;0;119313
2022-10-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;235495;59759;17033;0;312287
2022-10-01;Região de Saúde Centro;Centro Hospitalar de Leiria;113315;27273;9967;0;150555
2022-10-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;91434;27970;12703;0;132107
2022-10-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;41308;11155;1348;0;53811
2022-10-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;80114;28688;11961;0;120763
2022-10-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;95907;26125;3268;0;125300
2022-10-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;74709;25796;5587;0;106092
2022-10-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;112608;36764;6856;0;156228
2022-10-01;Região de Saúde Norte;Hospital de Braga;121201;36085;10746;0;168032
2022-10-01;Região de Saúde Norte;Hospital Santa Maria Maior;43644;10934;0;0;54578
2022-11-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;258294;67360;18685;0;344339
2022-11-01;Região de Saúde Centro;Centro Hospitalar de Leiria;124640;31541;10921;0;167102
2022-11-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;96690;35943;9125;0;141758
2022-11-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;87954;32966;13067;0;133987
2022-11-01;Região de Saúde LVT;Hospital de Cascais;82335;48271;11861;0;142467
2022-11-01;Região de Saúde LVT;Hospital de Loures;85512;49444;12029;0;146985
2022-11-01;Região de Saúde LVT;Hospital Distrital de Santarém;77030;29752;7292;0;114074
2022-11-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;159477;55484;18292;0;233253
2022-11-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;115673;0;19379;0;135052
2022-11-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;166519;33773;8361;0;208653
2022-12-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;53656;20349;0;0;74005
2022-12-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;95669;0;0;0;95669
2022-12-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;135837;83262;20147;6491;245737
2022-12-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;115927;34288;3923;0;154138
2022-12-01;Região de Saúde LVT;Hospital de Loures;91953;54208;13022;0;159183
2022-12-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;173943;60877;19943;0;254763
2022-12-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;125270;0;21113;0;146383
2022-12-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;73960;0;0;0;73960
2022-12-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;100865;35750;10257;0;146872
2023-01-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;10641;3388;526;0;14555
2023-01-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;11098;6940;1773;463;20274
2023-01-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;9848;2996;273;0;13117
2023-01-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;14226;6419;1040;0;21685
2023-01-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;7324;2788;586;0;10698
2023-01-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;10201;0;1626;0;11827
2023-01-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;8691;0;0;0;8691
2023-02-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;8573;3031;0;0;11604
2023-02-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;7945;2604;643;43;11235
2023-02-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;20746;6744;1005;0;28495
2023-02-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;8087;3160;0;0;11247
2023-02-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;12706;2750;676;0;16132
2023-02-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;18636;7058;1517;0;27211
2023-02-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;18907;6007;550;0;25464
2023-02-01;Região de Saúde LVT;Hospital Distrital de Santarém;13157;5214;1237;0;19608
2023-02-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;24537;6247;2230;0;33014
2023-02-01;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António;19937;0;3122;0;23059
2023-02-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;16797;5799;1588;0;24184
2023-03-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;12808;4637;0;0;17445
2023-03-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;23191;4503;932;0;28626
2023-03-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;19264;2252;561;0;22077
2023-03-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;19372;4177;969;0;24518
2023-03-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;12901;3847;400;0;17148
2023-03-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;22981;8735;3160;0;34876
2023-03-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;33992;11054;4347;0;49393
2023-03-01;Região de Saúde LVT;Hospital de Cascais;22084;12812;3199;0;38095
2023-03-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;36996;8197;1898;0;47091
2023-04-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;16862;6031;0;0;22893
2023-04-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;30289;5851;1279;0;37419
2023-04-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;90106;23419;6149;0;119674
2023-04-01;Região de Saúde LVT;Centro Hospitalar do Oeste;37641;16213;2358;0;56212
2023-04-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;45448;15188;5746;0;66382
2023-04-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;28588;11127;2247;0;41962
2023-04-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;61081;12141;2743;0;75965
2023-04-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;49073;10429;2598;0;62100
2023-04-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;26543;0;3046;0;29589
2023-05-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;32220;3818;970;0;37008
